Data Request:BPS Energy Report Request Template,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73,...74,...75,...76,...77,...78,...79,...80,...81,...82,...83,...84,...85,...86,...87,...88,...89,...90,...91,...92,...93,...94,...95,...96,...97
28033660,F.J. Horgan Water Treatment Plant,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,201 COPPERFIELD RD,Scarborough,M1E 5G7,30235,Drinking Water Treatment & Distribution,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,38315521.100000001,137930.20000000001,100855.4,10640.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,148571,281090.40000000002,4.91,9.3000000000000007,Not Available,Not Available,Not Available,1646.1,54.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Drinking Water Treatment & Distribution (30235.0),Drinking Water Treatment & Distribution,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524357881943,45106.526030092595
28033661,Fairbank Memorial Community Centre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,2213 DUFFERIN ST,Toronto,M6E 3S2,1799,Social/Meeting Hall,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Social/Meeting Hall (1799.0),Social/Meeting Hall,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524346597223,45106.526030092595
28033662,Fairbank Park Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,2213 DUFFERIN ST,Toronto,M6E 3S2,11.7,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (11.7),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524273888892,45106.526030092595
28033663,Fairfield Senior Centre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,80 LOTHIAN AVE,Etobicoke,M8Z 4K5,1330,Social/Meeting Hall,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,61367.4,220.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Social/Meeting Hall (1330.0),Social/Meeting Hall,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524282777777,45106.526030092595
28033664,Fairford Avenue Parkette,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,68 FAIRFORD AVE,Toronto,M4L 2K1,11.6,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (11.6),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524254374999,45106.526030092595
28033665,Fairhaven Park Outdoor Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,100 Golfwood Heights,Etobicoke,M9P 3M2,12,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (12.0),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524287395834,45106.526030092595
28033666,Fairholme Substation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,665 LAWRENCE AVE W,North York,M6A 1A9,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,9038781,32538.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,32538.3,63775,Not Available,Not Available,Not Available,Not Available,Not Available,262.10000000000002,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524300902776,45106.526030092595
28033667,Fairmount Park Community Centre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1725 GERRARD ST E,Toronto,M4L 2B3,405,Heated Swimming Pool,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Heated Swimming Pool (250.8),Heated Swimming Pool,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524374918983,45106.526030092595
28033668,Fairview Mall Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,35 FAIRVIEW MALL DR,North York,M2J 4S4,6452.9,Library,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,1045562,3763.9,23638.1,2494,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,6257.8,9896.1,0.97,1.53,Not Available,Not Available,Not Available,155.69999999999999,24.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Library (6452.9),Library,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524250057868,45106.526030092595
28033669,Fallingbrook Sewage Pumping Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,7 FALLINGBROOK DR,Scarborough,M1N 1B3,0.1,Wastewater Treatment Plant,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Wastewater Treatment Plant (0.1),Wastewater Treatment Plant,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524279537036,45106.526030092595
28033670,Falstaff Community Centre,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,20 FALSTAFF AVE,North York,M6L 2C8,1287,Social/Meeting Hall,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,157533.29999999999,567.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Social/Meeting Hall (1287.0),Social/Meeting Hall,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52438638889,45106.526030092595
28033671,Family Residence,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,4222 KINGSTON RD,Scarborough,M1E 2M6,3716,Other - Lodging/Residential,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,341020.5,1227.5999999999999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Lodging/Residential (3716.0),Other - Lodging/Residential,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524262453706,45106.526030092595
28033672,Felstead Avenue Playground,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,60 FELSTEAD AVE,Toronto,M4J 1G2,11.8,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (11.8),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524300960649,45106.526030092595
28033673,Fenside Arena,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,30 SLIDELL CRES,North York,M3A 2C4,2444,Ice/Curling Rink,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,233355,840,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Ice/Curling Rink (2444.0),Ice/Curling Rink,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524314710645,45106.526030092595
28033674,Finch Substation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,24 Hendon Ave,North York,M2M 4G6,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,8110051,29195,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,29195,57222.2,Not Available,Not Available,Not Available,Not Available,Not Available,235.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524310069442,45106.526030092595
28033675,Finch West Stn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,3965 KEELE ST,North York,M3J 2W1,0,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,9477363.6999999993,34117.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,34117.1,66869.5,Not Available,Not Available,Not Available,Not Available,Not Available,274.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Ok,Ok,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (0.0),Not Available,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524282002312,45106.526030092595
28033676,Finch Yard,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,1026 FINCH AVE W,North York,M3J 2E1,13768.1,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,1110583,3997.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (13768.1),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524306238425,45106.526030092595
28033677,Fire & Life Safety Program Office,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,35 SPADINA RD,Toronto,M5R 2S9,330,Other - Public Services,1,City of Toronto,Organization Name,Municipality,Sub-sector,100,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Other - Public Services (330.0),Other - Public Services,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524262974533,45106.526030092595
28033678,Fire Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,895 EASTERN AVE,Toronto,M4L 1A2,5687,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,855756.2,3080.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Fire Station (5687.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524319652781,45106.526030092595
28033679,Fire Museum And Storage,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,351 BIRCHMOUNT RD,Scarborough,M1N 3K1,304,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Fire Station (304.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524384780096,45106.526030092595
28033680,Fire Prevention Office,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,3 DOHME AVE,East York,M4B 1Y7,2406,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,70,Weekly average hours,91775.8,330.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Possible Issue,Ok,Not Available,Ok,06/29/2023 11:13 AM EDT,Not Available,Fire Station (2406.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524353298613,45106.526030092595
28033681,Fire Station 111/TPS Station #56,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,3300 BAYVIEW AVE,North York,M2M 3R7,526,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,6270.9,661.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Fire Station (526.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524281493053,45106.526030092595
28033682,Fire Station 112/TPS Station #55,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,5700 BATHURST ST,North York,M2R 3N4,652,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,183490.6,660.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Fire Station (652.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.524278217592,45106.526030092595
28033683,Fire Station 113,Not Applicable: Standalone Property,Not Applicable: Standalone Property,44561,700 SENECA HILL DR,North York,M2J 2W8,449,Fire Station,1,City of Toronto,Organization Name,Municipality,Sub-sector,168,Weekly average hours,Not Available,Not Available,6430.3,678.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Ok,Ok,Ok,Not Available,Possible Issue,06/29/2023 11:13 AM EDT,Not Available,Fire Station (449.0),Fire Station,City of Toronto Municipal,City of Toronto,000-000-0000,bpssupport@ontario.ca,45106.52428853009,45106.526030092595
